pat_no,pat_clm_ct,pat_wrd_ct,pat_wrd_min,pat_dep_clm_ct,pat_dep_wrd_ct,pat_dep_wrd_min,pat_wrd_avg,pat_dep_wrd_avg,appl_id
3938582,1,109,109.0,10,366,14.0,109.0,36.6,
3938585,2,336,143.0,18,883,19.0,168.0,49.05556,
3938586,1,289,289.0,1,49,49.0,289.0,49.0,
3938589,6,2648,313.0,12,1016,28.0,441.3333,84.66666,
3938590,1,147,147.0,10,305,15.0,147.0,30.5,
3938591,1,112,112.0,8,258,13.0,112.0,32.25,
3938595,10,1666,105.0,2,306,151.0,166.6,153.0,
3938599,2,317,141.0,9,252,19.0,158.5,28.0,
3938601,2,356,128.0,7,414,25.0,178.0,59.14286,
3938602,1,295,295.0,2,132,63.0,295.0,66.0,
3938605,2,537,158.0,5,265,26.0,268.5,53.0,
3938608,3,456,138.0,9,259,21.0,152.0,28.77778,
3938610,1,107,107.0,5,149,23.0,107.0,29.8,
3938611,3,622,189.0,14,492,19.0,207.3333,35.14286,
3938613,2,704,338.0,4,190,23.0,352.0,47.5,
3938614,1,123,123.0,9,278,14.0,123.0,30.88889,5371650.0
3938615,3,871,93.0,12,1692,20.0,290.3333,141.0,
3938616,1,142,142.0,0,0,,142.0,,
3938617,2,703,325.0,5,258,45.0,351.5,51.6,
3938626,1,90,90.0,19,687,16.0,90.0,36.15789,
3938630,3,793,207.0,8,320,15.0,264.3333,40.0,
3938632,1,347,347.0,12,529,14.0,347.0,44.08333,
3938633,15,3107,158.0,14,715,29.0,207.1333,51.07143,
3938636,2,408,188.0,4,132,18.0,204.0,33.0,
3938638,9,1492,106.0,31,1470,22.0,165.7778,47.41935,
3938639,7,1182,116.0,12,560,24.0,168.8571,46.66667,
3938642,1,157,157.0,5,260,15.0,157.0,52.0,
3938643,2,338,164.0,16,792,32.0,169.0,49.5,
3938645,4,854,174.0,12,554,18.0,213.5,46.16667,
3938646,5,899,109.0,2,97,47.0,179.8,48.5,
3938649,1,261,261.0,15,813,29.0,261.0,54.2,
3938650,2,447,222.0,11,435,18.0,223.5,39.54546,
3938652,1,195,195.0,7,267,14.0,195.0,38.14286,
3938655,1,108,108.0,4,160,20.0,108.0,40.0,
3938656,3,302,80.0,6,205,20.0,100.6667,34.16667,
3938659,4,515,85.0,14,537,14.0,128.75,38.35714,5482436.0
3938660,3,617,185.0,8,254,21.0,205.6667,31.75,
3938661,1,134,134.0,4,184,26.0,134.0,46.0,
3938662,3,1245,223.0,5,561,54.0,415.0,112.2,
3938665,1,267,267.0,1,60,60.0,267.0,60.0,
3938667,2,407,163.0,0,0,,203.5,,
3938668,2,369,139.0,1,37,37.0,184.5,37.0,
3938670,2,521,221.0,16,876,24.0,260.5,54.75,
3938675,1,146,146.0,9,273,17.0,146.0,30.33333,
3938676,1,149,149.0,7,275,20.0,149.0,39.28571,
3938677,1,294,294.0,7,359,19.0,294.0,51.28571,
3938678,2,501,246.0,0,0,,250.5,,
3938682,3,827,174.0,14,644,18.0,275.6667,46.0,
3938683,1,200,200.0,3,143,40.0,200.0,47.66667,
3938684,1,193,193.0,9,509,28.0,193.0,56.55556,
3938686,1,157,157.0,6,154,17.0,157.0,25.66667,
3938687,1,175,175.0,7,221,21.0,175.0,31.57143,
3938688,1,178,178.0,8,309,15.0,178.0,38.625,
3938690,1,153,153.0,0,0,,153.0,,
3938691,1,159,159.0,4,181,19.0,159.0,45.25,
3938692,2,434,202.0,3,241,33.0,217.0,80.33334,5510483.0
3938693,2,154,48.0,8,258,18.0,77.0,32.25,
3938694,1,93,93.0,3,97,19.0,93.0,32.33333,
3938695,1,151,151.0,6,118,15.0,151.0,19.66667,
3938696,2,185,71.0,2,41,20.0,92.5,20.5,
3938698,2,269,117.0,7,278,15.0,134.5,39.71429,
3938700,2,345,138.0,3,136,36.0,172.5,45.33333,
3938702,1,225,225.0,10,355,20.0,225.0,35.5,
3938703,2,373,136.0,2,71,27.0,186.5,35.5,5550947.0
3938704,3,365,79.0,1,65,65.0,121.6667,65.0,
3938707,1,227,227.0,5,217,19.0,227.0,43.4,
3938708,3,503,155.0,32,719,13.0,167.6667,22.46875,
3938711,1,117,117.0,8,161,11.0,117.0,20.125,
3938712,1,178,178.0,4,141,26.0,178.0,35.25,
3938714,1,196,196.0,9,383,25.0,196.0,42.55556,
3938715,2,143,61.0,4,136,30.0,71.5,34.0,
3938717,1,161,161.0,7,263,18.0,161.0,37.57143,
3938718,4,566,113.0,10,663,31.0,141.5,66.3,
3938722,4,1108,260.0,6,319,17.0,277.0,53.16667,
3938725,1,154,154.0,4,172,21.0,154.0,43.0,5430679.0
3938728,1,213,213.0,0,0,,213.0,,
3938730,1,173,173.0,3,111,23.0,173.0,37.0,
3938731,1,240,240.0,4,216,15.0,240.0,54.0,
3938732,1,375,375.0,9,710,28.0,375.0,78.88889,
3938733,4,961,155.0,9,468,23.0,240.25,52.0,
3938740,3,458,120.0,28,663,13.0,152.6667,23.67857,
3938745,5,818,140.0,7,506,35.0,163.6,72.28571,
3938749,2,484,226.0,8,418,20.0,242.0,52.25,
3938752,4,1220,192.0,14,581,21.0,305.0,41.5,
3938754,1,285,285.0,5,266,24.0,285.0,53.2,
3938755,1,335,335.0,5,379,51.0,335.0,75.8,
3938756,1,214,214.0,8,923,66.0,214.0,115.375,
3938758,1,473,473.0,12,472,23.0,473.0,39.33333,
3938762,5,647,85.0,18,845,24.0,129.4,46.94444,
3938763,1,308,308.0,1,16,16.0,308.0,16.0,
3938765,1,126,126.0,4,78,18.0,126.0,19.5,
3938767,2,840,385.0,2,212,75.0,420.0,106.0,
3938768,2,358,175.0,6,132,15.0,179.0,22.0,
3938769,2,306,103.0,3,140,16.0,153.0,46.66667,
3938776,1,251,251.0,4,115,20.0,251.0,28.75,
3938778,4,394,23.0,12,518,17.0,98.5,43.16667,
3938780,2,457,197.0,9,370,11.0,228.5,41.11111,
3938782,2,295,104.0,21,946,16.0,147.5,45.04762,5518187.0
3938786,1,146,146.0,13,396,24.0,146.0,30.46154,
3938788,1,127,127.0,11,324,15.0,127.0,29.45455,
3938789,2,559,254.0,11,550,24.0,279.5,50.0,
3938792,1,177,177.0,0,0,,177.0,,
3938797,4,1220,81.0,6,375,36.0,305.0,62.5,
3938799,6,899,86.0,5,214,15.0,149.8333,42.8,
3938807,1,96,96.0,9,397,25.0,96.0,44.11111,
3938808,2,266,126.0,3,133,22.0,133.0,44.33333,
3938813,2,256,124.0,22,620,17.0,128.0,28.18182,
3938815,1,71,71.0,8,310,18.0,71.0,38.75,
3938819,1,114,114.0,2,52,22.0,114.0,26.0,
3938821,1,209,209.0,0,0,,209.0,,
3938823,1,250,250.0,5,155,17.0,250.0,31.0,
3938825,1,162,162.0,12,395,17.0,162.0,32.91667,
3938826,4,611,137.0,10,519,25.0,152.75,51.9,
3938828,1,199,199.0,6,174,21.0,199.0,29.0,
3938829,4,300,56.0,9,239,15.0,75.0,26.55556,
3938831,2,276,32.0,2,37,15.0,138.0,18.5,
3938835,3,657,200.0,3,81,21.0,219.0,27.0,5505486.0
3938846,1,253,253.0,12,423,20.0,253.0,35.25,
3938847,4,1321,259.0,8,513,40.0,330.25,64.125,
3938848,2,463,201.0,10,635,35.0,231.5,63.5,
3938849,3,702,174.0,27,1844,21.0,234.0,68.2963,
3938856,1,223,223.0,1,23,23.0,223.0,23.0,5488009.0
3938858,1,117,117.0,11,353,12.0,117.0,32.09091,
3938860,1,94,94.0,8,310,17.0,94.0,38.75,
3938863,1,140,140.0,18,587,14.0,140.0,32.61111,
3938866,1,139,139.0,11,448,17.0,139.0,40.72727,
3938869,1,563,563.0,4,211,24.0,563.0,52.75,
3938870,2,565,229.0,1,30,30.0,282.5,30.0,
3938871,3,645,202.0,1,44,44.0,215.0,44.0,
3938872,1,221,221.0,1,23,23.0,221.0,23.0,
3938873,1,184,184.0,2,36,16.0,184.0,18.0,
3938877,1,158,158.0,7,239,26.0,158.0,34.14286,
3938880,4,665,137.0,52,1439,15.0,166.25,27.67308,
3938888,1,167,167.0,14,842,28.0,167.0,60.14286,
3938889,3,887,246.0,0,0,,295.6667,,
3938891,2,98,17.0,0,0,,49.0,,
3938892,4,569,118.0,8,286,25.0,142.25,35.75,
3938895,2,497,239.0,3,156,38.0,248.5,52.0,
3938896,1,204,204.0,6,237,28.0,204.0,39.5,
3938898,3,871,118.0,3,220,34.0,290.3333,73.33334,
3938900,1,170,170.0,4,115,22.0,170.0,28.75,
3938902,1,188,188.0,0,0,,188.0,,
3938904,10,884,73.0,5,133,23.0,88.4,26.6,
3938905,1,400,400.0,11,700,28.0,400.0,63.63636,
3938908,1,138,138.0,1,42,42.0,138.0,42.0,
3938912,2,416,170.0,11,571,26.0,208.0,51.90909,
3938913,3,273,56.0,25,963,14.0,91.0,38.52,
3938914,3,457,121.0,15,644,19.0,152.3333,42.93333,
3938918,3,1100,317.0,12,313,14.0,366.6667,26.08333,
3938923,1,291,291.0,5,285,36.0,291.0,57.0,
3938924,1,218,218.0,15,396,15.0,218.0,26.4,
3938927,1,160,160.0,6,231,20.0,160.0,38.5,
3938942,1,180,180.0,4,144,17.0,180.0,36.0,
3938943,2,323,153.0,4,110,18.0,161.5,27.5,
3938947,1,226,226.0,15,682,17.0,226.0,45.46667,
3938950,1,130,130.0,4,114,18.0,130.0,28.5,
3938952,8,1074,121.0,19,790,20.0,134.25,41.57895,
3938955,3,350,104.0,13,464,18.0,116.6667,35.69231,
3938959,1,209,209.0,2,84,27.0,209.0,42.0,5406107.0
3938960,1,202,202.0,7,290,20.0,202.0,41.42857,
3938965,1,148,148.0,6,212,23.0,148.0,35.33333,
3938966,3,281,71.0,6,126,14.0,93.66666,21.0,
3938969,1,84,84.0,12,267,11.0,84.0,22.25,
3938971,1,216,216.0,0,0,,216.0,,
3938981,3,611,143.0,0,0,,203.6667,,
3938989,1,70,70.0,19,527,18.0,70.0,27.73684,
3938992,10,1416,87.0,7,367,14.0,141.6,52.42857,5498818.0
3939004,1,139,139.0,3,88,14.0,139.0,29.33333,
3939008,3,141,31.0,10,165,12.0,47.0,16.5,
3939009,5,346,65.0,2,57,17.0,69.2,28.5,
3939010,1,72,72.0,4,172,24.0,72.0,43.0,
3939011,1,200,200.0,16,960,27.0,200.0,60.0,
3939015,2,300,137.0,22,511,14.0,150.0,23.22727,
3939017,2,214,99.0,12,281,14.0,107.0,23.41667,
3939019,1,614,614.0,3,157,38.0,614.0,52.33333,
3939031,1,376,376.0,1,51,51.0,376.0,51.0,
3939032,1,325,325.0,9,449,27.0,325.0,49.88889,5536726.0
3939034,1,224,224.0,9,544,25.0,224.0,60.44444,
3939036,3,490,97.0,15,894,13.0,163.3333,59.6,
3939038,2,349,164.0,6,212,19.0,174.5,35.33333,
3939039,2,516,233.0,12,711,17.0,258.0,59.25,
3939040,1,129,129.0,1,39,39.0,129.0,39.0,
3939042,1,93,93.0,5,115,17.0,93.0,23.0,5495272.0
3939044,3,406,111.0,23,464,11.0,135.3333,20.17391,
3939046,2,382,163.0,8,351,21.0,191.0,43.875,
3939047,2,322,128.0,11,641,30.0,161.0,58.27273,
3939049,1,130,130.0,6,114,15.0,130.0,19.0,
3939051,1,85,85.0,4,117,27.0,85.0,29.25,
3939052,1,118,118.0,2,45,17.0,118.0,22.5,
3939057,2,492,243.0,8,194,20.0,246.0,24.25,
3939071,1,188,188.0,14,449,18.0,188.0,32.07143,
3939076,1,169,169.0,2,101,19.0,169.0,50.5,
3939077,1,162,162.0,5,169,13.0,162.0,33.8,
3939090,2,261,121.0,9,228,17.0,130.5,25.33333,
3939091,2,41,18.0,4,66,12.0,20.5,16.5,
3939093,1,118,118.0,11,420,34.0,118.0,38.18182,
3939103,1,91,91.0,14,847,13.0,91.0,60.5,
3939105,2,565,276.0,31,1290,19.0,282.5,41.6129,
3939106,2,733,336.0,2,205,10.0,366.5,102.5,5343180.0
3939112,1,92,92.0,8,220,16.0,92.0,27.5,
3939121,2,79,12.0,15,887,13.0,39.5,59.13334,
3939140,2,460,223.0,13,254,10.0,230.0,19.53846,
3939148,1,135,135.0,17,341,11.0,135.0,20.05882,
3939153,2,261,78.0,6,208,22.0,130.5,34.66667,
3939166,1,162,162.0,8,74,9.0,162.0,9.25,5416298.0
3939170,1,78,78.0,9,100,10.0,78.0,11.11111,
3939183,2,270,129.0,7,158,14.0,135.0,22.57143,
3939189,1,56,56.0,3,51,17.0,56.0,17.0,
3939197,1,196,196.0,6,298,44.0,196.0,49.66667,
3939207,1,150,150.0,12,242,14.0,150.0,20.16667,
3939209,3,388,105.0,13,343,11.0,129.3333,26.38461,
3939217,1,66,66.0,12,259,15.0,66.0,21.58333,
3939221,1,238,238.0,10,477,19.0,238.0,47.7,
3939224,1,122,122.0,4,147,31.0,122.0,36.75,
3939225,2,990,485.0,10,203,13.0,495.0,20.3,
3939230,1,286,286.0,0,0,,286.0,,
3939232,4,606,125.0,6,386,29.0,151.5,64.33334,
3939236,2,455,184.0,2,96,15.0,227.5,48.0,5326568.0
3939237,1,328,328.0,7,342,18.0,328.0,48.85714,5462592.0
