own_addr_1,own_addr_2,own_addr_city,own_composed_of,own_addr_country_cd,own_altn_name,own_entity_desc,own_seq,own_entity_cd,own_nalty_country_cd,own_nalty_other_cd,own_nalty_state_cd,own_addr_other_cd,own_name,own_type_cd,own_addr_postal,own_addr_state_cd,own_id,serial_no
2587 SOUTHSIDE BLVD,,MELBA,"Smith, Monica, INDIVIDUAL, UNITED STATES",,,,1,17,,,ID,,"MONICA R. SMITH, TRUSTEE, OF THE IRREVOCABLE MARVELOUS WORK AND A WONDER PURPOSE TRUST, U/T/A/ DATED AUGUST 28, 2009",31,83641,ID,10062532,77727668
224 Garden Park Dr,,Orem,,,,,1,1,US,,,,"Nemelka, Christopher Marc",30,84057,UT,10062533,77727668
431 South 7th Street,Apt 2622,Minneapolis,,,,,1,1,US,,,,"Nemelka, Christopher Marc",20,55415,MN,10062534,77727668
www.thesealedportion.com,2587 C Southside Blvd,Melba,,,,,1,1,US,,,,"Nemelka, Christopher Marc",10,83641,ID,10062535,77727668
B.K. Manssion 5F 3-2-5,Kitano Cho Chuo-Ku,Kobe,,JP,,,1,1,IN,,,,Arun Thappar,10,,,10063765,77728225
"9053 South Pecos Road, Suite 3000",,Henderson,,,,,1,3,,,NV,,"W. Tracy Hankins, M.D., PC",20,89135,NV,10066241,77729287
"9053 South Pecos Road, Suite 3000",,Henderson,,,,,1,3,,,NV,,"W. Tracy Hankins, M.D., PC",10,89135,NV,10066242,77729287
26011 Hwy 62,,Nabb,,,,,1,1,US,,,,"Fouts, Nathaniel, P",20,47147,IN,10066553,77729429
26011 Hwy 62,,Nabb,,,,,1,1,US,,,,"Fouts, Nathaniel, P",10,47147,IN,10066554,77729429
"416, Maetan-dong, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",30,,,10072310,77731774
"416, Maetan-dong, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",20,,,10072311,77731774
"416, Maetan-dong, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",10,,,10072312,77731774
31 Twiggs,,Irvine,,,,,1,1,US,,,,"Hedrick, Scott",20,92620,CA,10080003,77735068
31 Twiggs,,Irvine,,,,,1,1,US,,,,"Hedrick, Scott",10,92620,CA,10080004,77735068
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10088275,77738457
,4000 Warner Boulevard,Burbank,,,,,1,3,,,DE,,Warner Bros. Entertainment Inc.,30,91522,CA,10092577,77740318
4000 Warner Boulevard,,Burbank,,,,,1,3,,,DE,,Warner Bros. Entertainment Inc.,20,91522,CA,10092578,77740318
4000 Warner Boulevard,,Burbank,,,,,1,3,,,DE,,Warner Bros. Entertainment Inc.,10,91522,CA,10092579,77740318
IP Department - Trademark Group,500 South Buena Vista Street,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",30,915210001,CA,10093187,77740563
500 South Buena Vista Street,IP Department - Trademark Group,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,10093188,77740563
500 South Buena Vista Street,IP Department - Trademark Group,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10093189,77740563
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,10093223,77740578
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10093224,77740578
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,10093247,77740587
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10093248,77740587
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,10093262,77740595
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10093263,77740595
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,10093292,77740606
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10093293,77740606
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,10093300,77740610
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10093301,77740610
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,10093320,77740619
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10093321,77740619
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,10093335,77740626
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10093336,77740626
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,10093352,77740632
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10093353,77740632
11046 Grenache Way,,Elk Grove,,,,,1,3,,,CA,,"Li System, Inc.",20,95624,CA,10094619,77741172
11046 Grenache Way,,Elk Grove,,,,,1,3,,,CA,,"Li System, Inc.",10,95624,CA,10094620,77741172
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Marvel Characters, Inc.",30,91521,CA,10095391,77741469
1600 Rosecrans Avenue,,Manhattan Beach,,,,,1,3,,,DE,,"Marvel Characters, Inc.",20,90266,CA,10095392,77741469
1600 Rosecrans Avenue,,Manhattan Beach,,,,,1,3,,,DE,,"Marvel Characters, Inc.",10,90266,CA,10095393,77741469
4th Floor,2401 Elliot Avenue,Seattle,,,,,1,16,,,WA,,"Pacific Market International, LLC",30,981212131,WA,10097976,77742578
4th Floor,2401 Elliot Avenue,Seattle,,,,,1,16,,,WA,,"Pacific Market International, LLC",20,981212131,WA,10097977,77742578
4th Floor,2401 Elliot Avenue,Seattle,,,,,1,16,,,WA,,"Pacific Market International, LLC",10,981212131,WA,10097978,77742578
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Marvel Characters, Inc.",30,91521,CA,10102062,77744328
1600 Rosecrans Avenue,,Manhattan Beach,,,,,1,3,,,DE,,"Marvel Characters, Inc.",20,90266,CA,10102063,77744328
1600 Rosecrans Avenue,,Manhattan Beach,,,,,1,3,,,DE,,"Marvel Characters, Inc.",10,90266,CA,10102064,77744328
1 River Place #926,,New York,,,,,1,16,,,NY,,"Sweet Sally's Bakeshop, LLC",20,10036,NY,10104860,77745494
1 River Place #926,,New York,,,,,1,16,,,NY,,"Sweet Sally's Bakeshop, LLC",10,10036,NY,10104861,77745494
"3210 South Ocean Boulevard, Unit 702",,Highland Beach,,,,,1,16,,,FL,,"Sally Little Golf, LLC",30,33487,FL,10105293,77745666
"3210 South Ocean Boulevard, Unit 702",,Highland Beach,,,,,1,16,,,FL,,"Sally Little Golf, LLC",20,33487,FL,10105294,77745666
"3210 South Ocean Boulevard, Unit 702",,Highland Beach,,,,,1,16,,,FL,,"Sally Little Golf, LLC",10,33487,FL,10105295,77745666
Suite 114,3001 Executive Drive,Clearwater,,,,,1,16,,,FL,,"Beauty Secrets Institute, LLC",10,33762,FL,10107847,77746734
9515 S 560 W,,Sandy,,,,,1,16,,,UT,,"Jupiter IP, LLC",10,84070,UT,10110431,77747815
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,10110932,77748020
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10110933,77748020
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,10110949,77748029
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10110950,77748029
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,10110955,77748032
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10110956,77748032
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,10110963,77748037
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10110964,77748037
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,10110973,77748041
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10110974,77748041
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,10110982,77748044
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10110983,77748044
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,10110993,77748049
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10110994,77748049
4023 De La Vina Way,,Sacramento,,,DBA Pineapple Publications,,1,1,US,,,,Christine P Silva,10,95823,CA,10112853,77748868
"Parker House, Wildey Business House",Wildey Road,St. Michael,,BB,,,1,3,BB,,,,Mark Anthony International SRL,20,,,10120205,77751938
"Parker House, Wildey Business House",Wildey Road,St. Michael,,BB,,,1,3,BB,,,,Mark Anthony International SRL,10,,,10120206,77751938
"Parker House, Wildey Business House",Wildey Road,St. Michael,,BB,,,1,3,BB,,,,Mark Anthony International SRL,30,,,10120208,77751940
"Parker House, Wildey Business House",Wildey Road,St. Michael,,BB,,,1,3,BB,,,,Mark Anthony International SRL,20,,,10120209,77751940
"Parker House, Wildey Business House",Wildey Road,St. Michael,,BB,,,1,3,BB,,,,Mark Anthony International SRL,10,,,10120210,77751940
"Parker House, Wildey Business House",Wildey Road,St. Michael,,BB,,,1,3,BB,,,,Mark Anthony International SRL,20,,,10120214,77751943
"Parker House, Wildey Business House",Wildey Road,St. Michael,,BB,,,1,3,BB,,,,Mark Anthony International SRL,10,,,10120215,77751943
"Parker House, Wildey Business House",Wildey Road,St. Michael,,BB,,,1,3,BB,,,,Mark Anthony International SRL,30,,,10120229,77751949
"Parker House, Wildey Business House",Wildey Road,St. Michael,,BB,,,1,3,BB,,,,Mark Anthony International SRL,20,,,10120230,77751949
"Parker House, Wildey Business House",Wildey Road,St. Michael,,BB,,,1,3,BB,,,,Mark Anthony International SRL,10,,,10120231,77751949
3518 W 229th St,,Torrance,,,,,1,1,US,,,,"Carreon, Priscilla, A",30,90505,CA,10121606,77752526
Apt 1231,5211 Pacific Concourse Drive,Los Angeles,,,,,1,1,US,,,,"Carreon, Priscilla, A",20,90045,CA,10121607,77752526
Apt 1231,5211 Pacific Concourse Drive,Los Angeles,,,,,1,1,US,,,,"Carreon, Priscilla, A",10,90045,CA,10121608,77752526
909 VINEYARD DRIVE,,CAMBRIDGE,,,,,1,16,,,DE,,"DANCING GOAT DISTILLERY, LLC",11,53523,WI,10123500,77753289
7839 Twinflower Drive,,Madison,,,,,1,16,,,WI,,"Drink Pie, LLC",10,53719,WI,10123501,77753289
110,100 West Evelyn Street,Mountain View,,,,,1,3,,,DE,,"Playdom, Inc.",10,94041,CA,10124349,77753624
395 Page Mill Road Suite 200,,Palo Alto,,,,,1,3,,,DE,,"Playdom, Inc.",10,94306,CA,10124353,77753626
P.O. Box 602,,Farmington,,,,,1,16,,,CT,,"Red Apple Marketing, LLC",10,06034,CT,10124748,77753805
P.O. Box 1165,,Rehovot,,IL,,,1,3,IL,,,,Elbit Systems Electro-Optics Elop Ltd.,10,76111,,10126696,77754629
"1321-20 SEOCHO-DONG, SEOCHO-GU",,SEOUL,,KP,,,1,3,KP,,,,SAMSUNG C&T CORPORATION,20,,,10127292,77754863
"1321-20 SEOCHO-DONG, SEOCHO-GU",,SEOUL,,KP,,,1,3,KP,,,,SAMSUNG C&T CORPORATION,11,,,10127293,77754863
"1321-20 Seocho-Dong, Seocho-Gu",,Seoul,,KR,,,1,3,KR,,,,Samsung C&T Corporation,10,,,10127294,77754863
"9980 SOUTH 300 WEST, SUITE 100",,SANDY,,,,,1,16,US,,,,"ORRIANT, LLC",31,84070,UT,10132879,77757166
6065 Fashion Blvd. Suite 140,,Murray,,,,,1,16,,,UT,,"Health Behavior Innovations, LLC",30,84107,UT,10132880,77757166
6065 Fashion Blvd. Suite 140,,Murray,,,,,1,16,,,UT,,"Health Behavior Innovations, LLC",20,84107,UT,10132881,77757166
6065 Fashion Blvd. Suite 140,,Murray,,,,,1,16,,,UT,,"Health Behavior Innovations, LLC",10,84107,UT,10132882,77757166
"9980 SOUTH 300 WEST, SUITE 100",,SANDY,,,,,1,16,US,,,,"ORRIANT, LLC",31,84070,UT,10132914,77757180
6065 Fashion Blvd. Suite 140,,Murray,,,,,1,16,,,UT,,"Health Behavior Innovations, LLC",30,84107,UT,10132915,77757180
6065 Fashion Blvd. Suite 140,,Murray,,,,,1,16,,,UT,,"Health Behavior Innovations, LLC",20,84107,UT,10132916,77757180
6065 Fashion Blvd. Suite 140,,Murray,,,,,1,16,,,UT,,"Health Behavior Innovations, LLC",10,84107,UT,10132917,77757180
"9980 SOUTH 300 WEST, SUITE 100",,SANDY,,,,,1,16,US,,,,"ORRIANT, LLC",31,84070,UT,10132953,77757194
6065 Fashion Blvd. Suite 140,,Murray,,,,,1,16,,,UT,,"Health Behavior Innovations, LLC",30,84107,UT,10132954,77757194
6065 Fashion Blvd. Suite 140,,Murray,,,,,1,16,,,UT,,"Health Behavior Innovations, LLC",20,84107,UT,10132955,77757194
6065 Fashion Blvd. Suite 140,,Murray,,,,,1,16,,,UT,,"Health Behavior Innovations, LLC",10,84107,UT,10132956,77757194
"9980 SOUTH 300 WEST, SUITE 100",,SANDY,,,,,1,16,US,,,,"ORRIANT, LLC",31,84070,UT,10133000,77757210
6065 Fashion Blvd. Suite 140,,Murray,,,,,1,16,,,UT,,"Health Behavior Innovations, LLC",30,84107,UT,10133001,77757210
6065 Fashion Blvd. Suite 140,,Murray,,,,,1,16,,,UT,,"Health Behavior Innovations, LLC",20,84107,UT,10133002,77757210
6065 Fashion Blvd. Suite 140,,Murray,,,,,1,16,,,UT,,"Health Behavior Innovations, LLC",10,84107,UT,10133003,77757210
2116 Walton Way,,Augusta,,,,,1,3,,,GA,,"Sizemore, Inc.",10,30904,GA,10133294,77757321
,"129, Samsung-ro, Yeongtong-gu","Suwon-Si, Gyeonggi-Do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",30,16677,,10135503,77758225
"416, Maetan-dong, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",20,,,10135504,77758225
"416, Maetan-dong, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",10,,,10135505,77758225
"1-6-1 Osaki, Shinagawa-ku",,Tokyo,,JP,,,1,3,JP,,,,"Sanrio Company, Ltd.",30,141,,10137113,77758870
"1-6-1 Osaki, Shinagawa-ku",,Tokyo,,JP,,,1,3,JP,,,,"Sanrio Company, Ltd.",20,141,,10137114,77758870
"1-6-1 Osaki, Shinagawa-ku",,Tokyo,,JP,,,1,3,JP,,,,"Sanrio Company, Ltd.",10,141,,10137115,77758870
3651 woods walk blvd.,,lake worth,,,,,1,1,US,,,,"palombo, david a.",20,33467,FL,10137580,77759068
3651 woods walk blvd.,,lake worth,,,,,1,1,US,,,,"palombo, david a.",10,33467,FL,10137581,77759068
"416, Maetan-dong, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",20,,,10139180,77759763
"416, Maetan-dong, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",10,,,10139181,77759763
95 Barnes Road,,Wallingford,,,,,1,16,,,CT,,"Edible Arrangements, LLC",30,064921800,CT,10139260,77759795
95 Barnes Road,,Wallingford,,,,,1,16,,,CT,,"Edible Arrangements, LLC",20,064921800,CT,10139261,77759795
95 Barnes Road,,Wallingford,,,,,1,16,,,CT,,"Edible Arrangements, LLC",10,064921800,CT,10139262,77759795
PO Box 12452,,La Jolla,,,DBA Silverfish Press and Stanley Meltzoff Studio,,1,3,,,CA,,Sunset Cliffs Merchandising Corporation,30,92039,CA,10139391,77759843
PO Box 12452,,La Jolla,,,DBA Silverfish Press and Stanley Meltzoff Studio,,1,3,,,CA,,Sunset Cliffs Merchandising Corporation,20,92039,CA,10139392,77759843
PO Box 12452,,La Jolla,,,DBA Silverfish Press and Stanley Meltzoff Studio,,1,3,,,CA,,Sunset Cliffs Merchandising Corporation,10,92039,CA,10139393,77759843
Suite 231W,27 Siemon Company Drive,Watertown,,,,,1,16,,,CT,,"RED APPLE CHEESE, LLC",31,06795,CT,10140026,77760094
46 Washington Street,,Middletown,,,,,1,16,,,CT,,"Red Apple Marketing, LLC",30,06457,CT,10140027,77760094
46 Washington Street,,Middletown,,,,,1,16,,,CT,,"Red Apple Marketing, LLC",20,06457,CT,10140028,77760094
46 Washington Street,,Middletown,,,,,1,16,,,CT,,"Red Apple Marketing, LLC",10,06457,CT,10140029,77760094
95 Barnes Road,,Wallingford,,,,,1,16,,,CT,,"Edible Arrangements, LLC",10,064921800,CT,10142007,77760885
95 Barnes Road,,Wallingford,,,,,1,16,,,CT,,"Edible Arrangements, LLC",10,064921800,CT,10142056,77760906
95 Barnes Road,,Wallingford,,,,,1,16,,,CT,,"Edible Arrangements, LLC",10,064921800,CT,10142066,77760911
95 Barnes Road,,Wallingford,,,,,1,16,,,CT,,"Edible Arrangements, LLC",10,064921800,CT,10142086,77760921
333 Wonderview,,Estes Park,,,,,1,16,,,DE,,"JWC STANLEY HOLDING, LLC",31,80517,CO,10142125,77760941
333 Wonderview,,Estes Park,"John C. Cullen, US citizen",,,limited liability limited partnership,1,99,,,CO,,"New Stanley Associates, LLLP",30,80517,CO,10142126,77760941
333 Wonderview,,Estes Park,"John C. Cullen, US citizen",,,limited liability limited partnership,1,99,,,CO,,"New Stanley Associates, LLLP",20,80517,CO,10142127,77760941
333 Wonderview,,Estes Park,"John C. Cullen, US citizen",,,limited liability limited partnership,1,99,,,CO,,"New Stanley Associates, LLLP",10,80517,CO,10142128,77760941
7707 Southwest 44th Street,,Oklahoma City,,,,,1,3,,,OK,,"Hobby Lobby Stores, Inc.",30,73179,OK,10142453,77761079
7707 Southwest 44th Street,,Oklahoma City,,,,,1,3,,,OK,,"Hobby Lobby Stores, Inc.",20,73179,OK,10142454,77761079
7707 Southwest 44th Street,,Oklahoma City,,,,,1,3,,,OK,,"Hobby Lobby Stores, Inc.",10,73179,OK,10142455,77761079
1515 West 2nd Avenue #311,,Vancouver,,CA,,,2,1,CA,,,,"Stieler, Richard",20,,,10147140,77763021
12 Wilson Street,,Staten Island,,,,,1,1,AF,,,,"Souza, Anthony",20,10304,NY,10147141,77763021
1515 West 2nd Avenue #311,,Vancouver,,CA,,,2,1,CA,,,,"Stieler, Richard",10,,,10147142,77763021
12 Wilson Street,,Staten Island,,,,,1,1,AF,,,,"Souza, Anthony",10,10304,NY,10147143,77763021
651 E. 14th,Apt 6F,New York,,,,,1,3,,,NY,,Scholastic Inc.,30,10009,NY,10148750,77763675
557 Broadway,,New York,,,,,1,3,,,NY,,Scholastic Inc.,20,10012,NY,10148751,77763675
557 Broadway,,New York,,,,,1,3,,,NY,,Scholastic Inc.,10,10012,NY,10148752,77763675
"416, Maetan-dong, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",30,,,10149496,77763962
"416, Maetan-dong, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",20,,,10149497,77763962
"416, Maetan-dong, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",10,,,10149498,77763962
Chanel Legal Department,9 West 57th Street,New York,,,,,1,3,,,NY,,"Chanel, Inc.",30,10019,NY,10151777,77764928
Chanel Legal Department,9 West 57th Street,New York,,,,,1,3,,,NY,,"Chanel, Inc.",20,10019,NY,10151778,77764928
Chanel Legal Department,9 West 57th Street,New York,,,,,1,3,,,NY,,"Chanel, Inc.",10,10019,NY,10151779,77764928
"416, Maetan-dong, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",30,,,10152287,77765141
"416, Maetan-dong, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",20,,,10152288,77765141
"416, Maetan-dong, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",10,,,10152289,77765141
#C 259,1001 Avenida Pico,San Clemente,"Masha Thomas, citizen of the United States",,DBA Grapplers Circuit,,1,19,,,CA,,Masha Thomas,30,92673,CA,10155160,77766301
#C 259,1001 Avenida Pico,San Clemente,"Masha Thomas, citizen of the United States",,DBA Grapplers Circuit,,1,19,,,CA,,Masha Thomas,20,92673,CA,10155161,77766301
#C 259,1001 Avenida Pico,San Clemente,"Masha Thomas, citizen of the United States",,DBA Grapplers Circuit,,1,19,,,CA,,Masha Thomas,10,92673,CA,10155162,77766301
550 South Caldwell Street,,Charlotte,,,,,1,16,,,DE,,Chiquita Brands L.L.C.,30,28202,NC,10155228,77766328
250 East Fifth Street,,Cincinnati,,,,,1,16,,,DE,,Chiquita Brands L.L.C.,20,45202,OH,10155229,77766328
250 East Fifth Street,,Cincinnati,,,,,1,16,,,DE,,Chiquita Brands L.L.C.,10,45202,OH,10155230,77766328
550 South Caldwell Street,,Charlotte,,,,,1,16,,,DE,,Chiquita Brands L.L.C.,30,28202,NC,10155244,77766334
250 East Fifth Street,,Cincinnati,,,,,1,16,,,DE,,Chiquita Brands L.L.C.,20,45202,OH,10155245,77766334
250 East Fifth Street,,Cincinnati,,,,,1,16,,,DE,,Chiquita Brands L.L.C.,10,45202,OH,10155246,77766334
550 South Caldwell Street,,Charlotte,,,,,1,16,,,DE,,Chiquita Brands L.L.C.,30,28202,NC,10155254,77766338
250 East Fifth Street,,Cincinnati,,,,,1,16,,,DE,,Chiquita Brands L.L.C.,20,45202,OH,10155255,77766338
250 East Fifth Street,,Cincinnati,,,,,1,16,,,DE,,Chiquita Brands L.L.C.,10,45202,OH,10155256,77766338
Via Ripamonti 99,,20141 Milan,,IT,,limited company (ltd.),1,99,IT,,,,Acqua di Parma S.r.l.,30,,,10156987,77767032
Via Ripamonti 99,,20141 Milan,,IT,,limited company (ltd.),1,99,IT,,,,Acqua di Parma S.r.l.,10,,,10156988,77767032
106 John Henry Lane,,Hendersonville,,,,,1,1,US,,,,"Metcalf Jr., Martin Eric",10,37075,TN,10157484,77767245
,"129, Samsung-ro, Yeongtong-gu","Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",30,16677,,10161943,77769119
"416, Maetan-dong, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",20,,,10161944,77769119
"416, Maetan-dong, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",10,,,10161945,77769119
120 Cherry Grove Lane,,Commerce Township,,,"DBA marvelous technologies, Inc",,1,3,,,MI,,"Ashaka, Marvin",10,48390,MI,10162649,77769391
6800 E. HAMPDEN AVE.,,DENVER,,,,,1,3,,,CO,,"SUNWARD STEEL BUILDINGS, INC.",32,80224,CO,10166300,77770892
6800 E. HAMPDEN AVE.,,DENVER,,,,,1,3,,,DE,,SUNWARD FINANCIAL CORPORATION,31,80224,CO,10166301,77770892
6800 E. Hampden Ave.,,Denver,,,,,1,3,,,CO,,"Sunward Consolidated Group, Inc.",30,80224,CO,10166302,77770892
6800 E. Hampden Ave.,,Denver,,,,,1,3,,,CO,,"Sunward Consolidated Group, Inc.",20,80224,CO,10166303,77770892
6800 E. Hampden Ave.,,Denver,,,,,1,3,,,CO,,"Sunward Consolidated Group, Inc.",10,80224,CO,10166304,77770892
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,10167330,77771301
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10167331,77771301
755 ALPINE AVE,,MCMINNVILLE,,,,,1,3,,,OR,,"BETTY LOU'S, INC.",30,97128,OR,10167791,77771469
755 ALPINE AVE,,MCMINNVILLE,,,,,1,3,,,OR,,"BETTY LOU'S, INC.",20,97128,OR,10167792,77771469
755 ALPINE AVE,,MCMINNVILLE,,,,,1,3,,,OR,,"BETTY LOU'S, INC.",10,97128,OR,10167793,77771469
,"1-6-1 Osaki, Shinagawa-ku",Tokyo,,JP,,,1,3,JP,,,,"Sanrio Company, Ltd.",30,141,,10168180,77771621
"1-6-1 Osaki, Shinagawa-ku",,Tokyo 141,,JP,,,1,3,JP,,,,"Sanrio Company, Ltd.",20,,,10168181,77771621
"1-6-1 Osaki, Shinagawa-ku",,Tokyo 141,,JP,,,1,3,JP,,,,"Sanrio Company, Ltd.",10,,,10168182,77771621
,6425 Hall of Fame Lane,Frisco,,,,,1,16,,,TX,,"NORTH AMERICAN BEVERAGES, L.L.C.",30,75034,TX,10169212,77772072
720 JEWELL DR.,,WACO,,,,,1,16,,,TX,,"NORTH AMERICAN BEVERAGES, L.L.C.",20,76712,TX,10169213,77772072
720 JEWELL DR.,,WACO,,,,,1,16,,,TX,,"NORTH AMERICAN BEVERAGES, L.L.C.",11,76712,TX,10169214,77772072
720 Jewell Drive,,Waco,,,,,1,3,,,TX,,"Big Red, Inc.",10,76712,TX,10169215,77772072
"416, Maetan-dong, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",30,,,10169749,77772288
"416, Maetan-dong, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",20,,,10169750,77772288
"416, Maetan-dong, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",10,,,10169751,77772288
303 Androssan Place,,Townsend,,,,,1,16,,,DE,,Chichanella Bella Swimwear LLC,30,19734,DE,10172461,77773358
303 Androssan Place,,Townsend,,,,,1,16,,,DE,,Chichanella Bella Swimwear LLC,20,19734,DE,10172462,77773358
303 Androssan Place,,Townsend,,,,,1,16,,,DE,,Chichanella Bella Swimwear LLC,10,19734,DE,10172463,77773358
207 St Aubyn Street West,,Hastings,,NZ,,,1,3,NZ,,,,Pipfruit New Zealand Incorporated,10,,,10174281,77774146
P.O. Box 502,,Woodland Hills,,,,,1,3,,,HI,,"Swirl, Inc.",30,91365,CA,10174716,77774356
P.O. Box 502,,Woodland Hills,,,,,1,3,,,HI,,"Swirl, Inc.",20,91365,CA,10174717,77774356
